"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\functions\share_product.dart", "Dart", 0, 23, 3, 26
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\hive\hive_data.dart", "Dart", 31, 5, 7, 43
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\hive\hive_setup.dart", "Dart", 11, 0, 3, 14
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\hive\init_hive.dart", "Dart", 12, 0, 2, 14
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\hive\token_storage.dart", "Dart", 19, 0, 6, 25
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\validations\app_validation.dart", "Dart", 102, 12, 21, 135
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\validations\validation_pattern.dart", "Dart", 17, 8, 8, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\buttons\custom_button.dart", "Dart", 33, 0, 5, 38
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\banner_shimmer.dart", "Dart", 18, 0, 3, 21
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\book_grid_shimmer.dart", "Dart", 48, 0, 3, 51
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\book_list_shimmer.dart", "Dart", 48, 3, 3, 54
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\quick_read_shimmer.dart", "Dart", 64, 2, 4, 70
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\shimmer_loading.dart", "Dart", 39, 0, 6, 45
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\loading\trending_list_shimmer.dart", "Dart", 68, 2, 3, 73
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\auth_templete.dart", "Dart", 172, 2, 14, 188
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\custom_snack_bar.dart", "Dart", 77, 5, 4, 86
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\placeholderForNotSelectedItem.dart", "Dart", 51, 3, 9, 63
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\resizable_layout.dart.dart", "Dart", 72, 8, 10, 90
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\responsive_layout.dart", "Dart", 27, 0, 3, 30
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\shared\textFormField.dart", "Dart", 96, 3, 11, 110
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\data_sourse\auth_remote_data_source.dart", "Dart", 51, 2, 12, 65
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\models\auth_model.dart", "Dart", 25, 0, 4, 29
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\repo\auth_repo_impl.dart", "Dart", 36, 0, 5, 41
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\auth_entity.dart", "Dart", 12, 0, 2, 14
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\login_entity.dart", "Dart", 5, 0, 1, 6
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\signup_entity.dart", "Dart", 10, 0, 1, 11
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\repo\auth_repo.dart", "Dart", 6, 0, 1, 7
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\user_cases\login_usecase.dart", "Dart", 17, 0, 6, 23
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\user_cases\register_usecase.dart", "Dart", 27, 0, 6, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\manger\auth_cubit.dart", "Dart", 59, 0, 10, 69
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\manger\auth_state.dart", "Dart", 13, 0, 6, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\views\forget_password.dart", "Dart", 108, 11, 15, 134
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\views\login.dart", "Dart", 160, 6, 19, 185
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\views\sign_up.dart", "Dart", 188, 13, 21, 222
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\data_sources\home_local_data_source.dart", "Dart", 57, 5, 6, 68
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\data_sources\remote_data_source.dart", "Dart", 70, 4, 15, 89
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\models\books_model.dart", "Dart", 178, 9, 24, 211
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\models\books_model.g.dart", "Dart", 66, 4, 8, 78
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\repos\home_repo_impl.dart", "Dart", 92, 6, 19, 117
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\entity\book_entity.dart", "Dart", 32, 0, 17, 49
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\repos\home_repo.dart", "Dart", 9, 0, 2, 11
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_books_use_case.dart", "Dart", 14, 0, 5, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_newest_use_case.dart", "Dart", 14, 1, 5, 20
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_quick_read_books_use_case.dart", "Dart", 14, 0, 5, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_top_rated_books_use_case.dart", "Dart", 14, 0, 5, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_trending_books_use_case.dart", "Dart", 14, 1, 5, 20
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\card_doted_cubit.dart", "Dart", 7, 1, 2, 10
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\featuredNewsBooksCubit\news_books_state.dart", "Dart", 0, 17, 10, 27
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\navigate_cubit.dart", "Dart", 8, 0, 5, 13
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\newsBooksCubit\news_books_cubit.dart", "Dart", 45, 8, 13, 66
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\newsBooksCubit\news_books_state.dart", "Dart", 22, 0, 9, 31
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\quick_read_books_cubit\quick_read_books_cubit_cubit.dart", "Dart", 41, 3, 15, 59
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\quick_read_books_cubit\quick_read_books_cubit_state.dart", "Dart", 21, 2, 11, 34
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\selected_book_cubit.dart", "Dart", 8, 0, 2, 10
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\topRatedBooksCubit\top_rated_books_cubit.dart", "Dart", 40, 3, 13, 56
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\topRatedBooksCubit\top_rated_books_state.dart", "Dart", 21, 4, 9, 34
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\trendingBooks\trendin_books_cubit.dart", "Dart", 41, 8, 13, 62
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\manager\trendingBooks\trendin_books_state.dart", "Dart", 22, 0, 11, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\details_page.dart", "Dart", 111, 8, 7, 126
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\home_page.dart", "Dart", 15, 0, 2, 17
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\layouts\desktop_layout.dart", "Dart", 97, 14, 9, 120
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\layouts\mobile_layout.dart", "Dart", 104, 6, 14, 124
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\layouts\tablet_layout.dart", "Dart", 63, 4, 7, 74
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\screens\sideBar.dart", "Dart", 220, 5, 15, 240
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\appbar_widget.dart", "Dart", 108, 23, 10, 141
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\book_rating.dart", "Dart", 17, 0, 2, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\buildBottomAction.dart", "Dart", 112, 4, 13, 129
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\buildCategories.dart", "Dart", 43, 0, 5, 48
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\buildSliverAppBar.dart", "Dart", 98, 3, 6, 107
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\buildStatItem.dart", "Dart", 42, 0, 4, 46
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\details_page_widgets\buildTitleSection.dart", "Dart", 55, 0, 5, 60
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\NewBookCard.dart", "Dart", 146, 14, 13, 173
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\NewBooksConsumer.dart", "Dart", 39, 1, 3, 43
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\QuickReadBookCard.dart", "Dart", 139, 11, 20, 170
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\QuickReadBooksConsumer.dart", "Dart", 42, 1, 3, 46
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TopRatedBookCard.dart", "Dart", 235, 9, 19, 263
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TopRatedConsumer.dart", "Dart", 40, 1, 3, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TrendingBookCard.dart", "Dart", 189, 15, 17, 221
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TrendingBooksConsumer.dart", "Dart", 59, 1, 6, 66
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\navigationBar.dart", "Dart", 91, 0, 4, 95
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\manager\cubit\pdf_search_state_cubit.dart", "Dart", 34, 6, 10, 50
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\manager\cubit\pdf_search_state_state.dart", "Dart", 8, 2, 5, 15
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\manager\pdfViewrCubit\pdf_viewer_cubit.dart", "Dart", 14, 3, 4, 21
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\manager\pdfViewrCubit\pdf_viewer_state.dart", "Dart", 21, 1, 2, 24
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\pdf_viewer_page.dart", "Dart", 127, 17, 23, 167
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\widgets\pdfViewerAppbar.dart", "Dart", 43, 5, 6, 54
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\widgets\pdf_page_indicator.dart", "Dart", 47, 0, 3, 50
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\widgets\pdf_search_result_widget.dart", "Dart", 53, 2, 4, 59
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\pdfViewer\precentation\widgets\pdf_view_dialogs.dart", "Dart", 76, 4, 5, 85
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\data_course\reading_progress_local_data_source.dart", "Dart", 27, 0, 5, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\data_course\reading_progress_remote_data_source.dart", "Dart", 39, 0, 11, 50
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\models\reading_progress_model.dart", "Dart", 79, 2, 14, 95
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\models\reading_progress_model.g.dart", "Dart", 48, 4, 8, 60
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\repo\reading_progress_repo_impl.dart", "Dart", 56, 12, 13, 81
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\entity\reading_progress_entity.dart", "Dart", 21, 0, 4, 25
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\repo\reading_progress_repo.dart", "Dart", 6, 0, 2, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\useCase\get_last_read_book_use_case.dart", "Dart", 12, 0, 5, 17
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\useCase\save_reading_progress_use_case.dart", "Dart", 12, 0, 5, 17
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\manager\reading_progress\reading_progress_cubit.dart", "Dart", 32, 4, 8, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\manager\reading_progress\reading_progress_state.dart", "Dart", 13, 0, 6, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\BannerCard.dart", "Dart", 47, 4, 6, 57
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\BannerCardConsumer.dart", "Dart", 39, 2, 3, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\bannerCardBody.dart", "Dart", 50, 2, 9, 61
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\bannerDetails.dart", "Dart", 76, 4, 11, 91
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\coverImage.dart", "Dart", 62, 0, 5, 67
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\displayBookBotton.dart", "Dart", 53, 0, 6, 59
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\dotttedIndicator.dart", "Dart", 31, 0, 2, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\data\data_source\remote_search_books.dart", "Dart", 31, 3, 8, 42
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\data\models\search_books_model.dart", "Dart", 86, 3, 23, 112
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\data\models\search_books_model.g.dart", "Dart", 34, 5, 5, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\data\repo\search_books_repo.dart", "Dart", 34, 0, 5, 39
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\domain\entity\search_books_entity.dart", "Dart", 8, 0, 7, 15
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\domain\repo\search_book_repo.dart", "Dart", 6, 0, 2, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\domain\useCasees\search_book_use_case.dart", "Dart", 21, 1, 9, 31
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\precentation\manager\search_books\search_books_cubit.dart", "Dart", 44, 8, 21, 73
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\precentation\manager\search_books\search_books_cubit_state.dart", "Dart", 23, 0, 9, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\precentation\search_page.dart", "Dart", 9, 0, 4, 13
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\precentation\widgets\BuildSearchBookCard.dart", "Dart", 12, 0, 2, 14
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\search\precentation\widgets\searchBooksConsumer.dart", "Dart", 41, 1, 3, 45
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\splash\presentaion\views\spalsh_view.dart", "Dart", 12, 0, 3, 15
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\splash\presentaion\views\widgets\sliding_text.dart", "Dart", 17, 0, 5, 22
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\splash\presentaion\views\widgets\splash_view_body.dart", "Dart", 57, 0, 9, 66
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\main.dart", "Dart", 34, 4, 7, 45
"Total", "-", 7465, 627, 1215, 9307
