"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TopRatedConsumer.dart", "Dart", -1, 0, 0, -1
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TrendingBookCard.dart", "Dart", 69, 14, 6, 89
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\presentaion\presentaion\widgets\home_page_widgets\TrendingBooksConsumer.dart", "Dart", -1, 0, 0, -1
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\data_course\reading_progress_local_data_source.dart", "Dart", 27, 0, 5, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\data_course\reading_progress_remote_data_source.dart", "Dart", 39, 0, 11, 50
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\models\reading_progress_model.dart", "Dart", 79, 2, 14, 95
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\models\reading_progress_model.g.dart", "Dart", 48, 4, 8, 60
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\data\repo\reading_progress_repo_impl.dart", "Dart", 56, 12, 13, 81
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\entity\reading_progress_entity.dart", "Dart", 21, 0, 4, 25
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\repo\reading_progress_repo.dart", "Dart", 6, 0, 2, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\useCase\get_last_read_book_use_case.dart", "Dart", 12, 0, 5, 17
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\domain\useCase\save_reading_progress_use_case.dart", "Dart", 12, 0, 5, 17
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\manager\reading_progress\reading_progress_cubit.dart", "Dart", 32, 4, 8, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\manager\reading_progress\reading_progress_state.dart", "Dart", 13, 0, 6, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\BannerCard.dart", "Dart", 47, 4, 6, 57
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\BannerCardConsumer.dart", "Dart", 39, 2, 3, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\bannerCardBody.dart", "Dart", 50, 2, 9, 61
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\bannerDetails.dart", "Dart", 76, 4, 11, 91
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\coverImage.dart", "Dart", 62, 0, 5, 67
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\displayBookBotton.dart", "Dart", 53, 0, 6, 59
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\readingProgress\presentaion\widget\dotttedIndicator.dart", "Dart", 31, 0, 2, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\main.dart", "Dart", 3, 2, 1, 6
"Total", "-", 1740, 59, 186, 1985
